"contenido","cantidad"
"Buenas! Quería consultar si había alguna clase grabada de lo que vimos el en la clase presencial 4 del 17/4 🙂","2"
"nosotros tampoco tenemos acceso al canal de voz (grupo 17)","2"
"pero la vd no entiendo que es lo que esta mal y porque funciona si hago eso","2"
"genial, graciasss","2"
"Para la entrega, los que habíamos hecho en equipo en clase el der y la persistencia, subimos el mismo repositorio todos o creamos uno para cada uno con lo mismo y lo subimos","2"
"Buenas! De todas formas fijate si desde el IDE te funciona Maven, porque quizás no necesitas accederlo desde afuera.. En el ide podes crear un proyecto, agregarle un POM con alguna dependencia y darle al botón de ""Refresh"" dentro de la solapa de Maven","2"
"Buenas noches!

1 - Recuerden que en el patrón State existen transiciones entre los estados, donde cada estado que exista, conoce por lo menos a otro ya que sabe como ""transicionar"". Si no encuentran o no hay transiciones, entonces tal vez el patron no aplique.
Por otro lado, ya que no encuentran el método que comparten, entonces es posible que no solo no quepa el patrón, si no tampoco una herencia o una alguna interfaz. 
Denle otra vuelta de tuerca!

2 - Bien. Primero lo que ustedes tienen que modelar en este punto, es la posibilidad de que se calcule el tiempo de demora aproximado. Deben abstraerse de la acción física de apretar un botón o el momento en el que se ejecutará dicho comportamiento. Lo importante es que en su diagrama aparezca algo capaz de calcular dicho tiempo de demora.
Importante saber diferenciar y separar lo que son los casos de uso y acciones físicas del comportamiento del dominio. Presten atencion y no caigan en los metodos ""boton"" o ""caso de uso"". Pero si tiene que existir algo capaz de calcular el tiempo de demora, cuando ese eventual boton sea presionado.

No tengo muy presente el enunciado, pero respecto a las notificaciones, si surgen de nuestro sistema y usamos algo ajeno/externo para poder enviarlas, entonces ustedes ya conocen algo que nos puede ayudar cuando nos tenemos que integrar con cosas externas.

Espero que se haya entendido. Cualquier cosa aivsen!","2"
"Buenas! Para este tipo de consultas, recomiendo siempre primero probar googleando, generalmente siempre hay alguna respuesta de StackOverflow. También pueden utilizar ChatGPT. Investiguen!","2"
"Cualquier cosa decinos sobre qué clases y con <@392419836812197888>  te facilitamos las que podamos","2"
"Buen dia, queria preguntar si para la clase que viene solo tenemos que hacer el punto 1 del validador de correlatividades. Por que en el aula virtual dice que hagamos los 3 puntos y tiene como fecha de entrega el jueves que viene .","2"
"A ahi no agrege eso del plugin del seminario y me dejo","2"
"Buen día, quería preguntar si hay algún canal para armar grupos (poder comunicarnos entre los alumnos) ya que el <#1221978402396045402> parece ser más para cuando ya está armado","2"
"Buenas! Correcto. Esta semana son virtuales","2"
"Hola buenas tardes! En algunos finales aparece que se pueda tener trazabilidad de los estados por los que pasa una entidad... Quisiera preguntarles si lo que estaría bien sería modelarlo simplemente como un enum en el caso que no tenga comportamiento alguno y sean siempre los mismos como en el primer caso. O si conviene hacer una clase aparte que tenga un enum con el estado y otro con un local date que diga cuando entro en ese estado...","2"
"Pero ingresaste al link en su momento? O sea seleccionaste tu equipo?","2"
"Buenass <@589499545491079169>! 
 Por el error *Invalid signature file digest for Manifest main attributes exception while trying to run jar file* parece ser un problema de firmas con una de las dependencias. Prueben de exlcuir **META-INF/*.SF,META-INF/*.DSA,META-INF/*.RSA** en la configuración del plugin, vuelvan a crear el jar y vemos si vuelve a pasar.","2"
"Hola, no sabía que había que entregar la tarea en forma de repo de GitHub. La había hecho de forma local en mi pc y ahora estoy teniendo un poco de lio al querer pasarlo a un repo de github.","2"
"Buenas tarde <@499815166884577282>, te faltaría el cierre del proceso, cómo el cliente sabe que está generado!","2"
"Hola Agus! Cómo va? Sí, no estaría mal. Podrías hacerlo ahí sin problemas!","2"
"Buenos días Elias! El contenido de los seminiarios es necesario para el desarrollo del TPA, pero allí dentro también hay varias cuestiones que acompañan los temas de la cursada. Si bien no se les va a hacer una pregunta específica sobre contenido de alguno de los seminarios, es importante su visualización a medida que se los vayamos indicando.","2"
"Hola buenas noches, perdo por la hora, el martes pasado no pude asistir a la clase, queria saber si se habia grabado para poder verla","2"
"Perfecto, muchas gracias","2"
"Dejo la grabación del día de hoy.

https://drive.google.com/drive/u/1/folders/17hRyeTG9xNUKQfUfRzWQoRLUowpFVvhp","2"
"Sumado a lo de Facu, <@658132854009495553> , agrego para 2) que ustedes tienen que pensar las métodos a nivel clases que necesitarían para que se pueda cumplir el caso de uso. Por ejemplo, cuando nos dicen ""Si al menos un cuidador acepta la responsabilidad durante el trayecto (...)"", quizás solo nos bastaría con un método ""agregarCuidador(unCuidador)"" en la clase Viaje, y listo. ¿Cómo y/o quién llama a ese método? No importa!!!","2"
"Si las alarmas fueran propias de usuarios, entonces si podria ser una relación OneToMany de User a Alarma.","2"
"Buenísimo Gustavo!","2"
